date,year,title,agency,originator,description,record_type,status,series,series_order,archived_path,canonical_archived_path,official_source_url,official_source_parent,official_source_note,official_source_host,summary_path,page_count,file_size_bytes,sha256,is_duplicate,duplicate_count,duplicate_paths,sensitive_source_handling
2025-06-25,2025,Aeris Investments Fixed Tax Rate Agreement,Chesterfield County Board of Supervisors,Chesterfield County and Aeris Investments LLC,"County agreement document for Project Loch, identified in the text as a proposed large-scale data center project on approximately 342 acres in Chesterfield County.",established fact,historical,County tax agreement record,2,docs/chesterfield/2025-06-25_Aeris_Investments_Fixed_Tax_Rate_Agreement.pdf,docs/chesterfield/2025-06-25_Aeris_Investments_Fixed_Tax_Rate_Agreement.pdf,https://chesterfieldcova.portal.civicclerk.com/event/1232/files/attachment/11740,https://chesterfieldcova.portal.civicclerk.com/,,chesterfieldcova.portal.civicclerk.com,summaries/aeris-tax-agreement.html,11,115259,6af5edf3d53a690ca1496195ac735fd599bf71999552e08e53dcae7039b9a775,False,1,docs/chesterfield/2025-06-25_Aeris_Investments_Fixed_Tax_Rate_Agreement.pdf,
2025-06-25,2025,Chesterfield Board of Supervisors Agenda Packet,Chesterfield County Board of Supervisors,Chesterfield County Board of Supervisors,"Agenda packet for the June 25, 2025 Board of Supervisors meeting, including the county item titled 'Approval of a Fixed Tax Rate Agreement with Project Loch (Aeris).'",established fact,historical,County board meeting record,1,docs/chesterfield/2025-06-25_Chesterfield_BOS_Agenda_Packet.pdf,docs/chesterfield/2025-06-25_Chesterfield_BOS_Agenda_Packet.pdf,https://chesterfieldcova.portal.civicclerk.com/event/1232/files/agenda/3602,https://chesterfieldcova.portal.civicclerk.com/,,chesterfieldcova.portal.civicclerk.com,summaries/chesterfield-bos-agenda-packet.html,669,64963501,cd2dc7867557b68c7c9f00a59e86d524835fccd1afe25d9f76c1feaced755c62,False,1,docs/chesterfield/2025-06-25_Chesterfield_BOS_Agenda_Packet.pdf,
2025-06-25,2025,Chesterfield Board of Supervisors Minutes on Project Loch Approval,Chesterfield County Board of Supervisors,Chesterfield County Board of Supervisors,"Board minutes recording formal approval of the fixed tax rate agreement with Project Loch (Aeris), including the statement that the agreement matched the one approved for Project Skye.",established fact,historical,County board meeting record,3,docs/chesterfield/2025-06-25_Chesterfield_BOS_Minutes_Project_Loch_Approval.pdf,docs/chesterfield/2025-06-25_Chesterfield_BOS_Minutes_Project_Loch_Approval.pdf,https://chesterfieldcova.portal.civicclerk.com/event/1232/files/agenda/3618,https://chesterfieldcova.portal.civicclerk.com/,,chesterfieldcova.portal.civicclerk.com,summaries/chesterfield-bos-minutes-project-loch-approval.html,73,418161,0775b177a00afcbfdab93e9a9ec8c1ce2fe716bd57f1f76297674c0675517bdc,False,1,docs/chesterfield/2025-06-25_Chesterfield_BOS_Minutes_Project_Loch_Approval.pdf,
2025-08-27,2025,Chesterfield Board of Supervisors Minutes on Google Identity,Chesterfield County Board of Supervisors,Chesterfield County Board of Supervisors,"Board minutes recording the public statement that Project Peanut, Project Loch (Aeris), and Project Skye (Skyward) were Google projects.",established fact,historical,County board meeting record,2,docs/chesterfield/2025-08-27_Chesterfield_BOS_Minutes_Project_Loch_Google_Identity.pdf,docs/chesterfield/2025-08-27_Chesterfield_BOS_Minutes_Project_Loch_Google_Identity.pdf,https://chesterfieldcova.portal.civicclerk.com/event/1234/files/agenda/3658,https://chesterfieldcova.portal.civicclerk.com/,,chesterfieldcova.portal.civicclerk.com,summaries/bos-minutes-google-identity.html,39,358940,5ea9e6526ddfe4580d27679aaac5a8fea4d2773fe66ca162894aba0d9c9ad143,False,1,docs/chesterfield/2025-08-27_Chesterfield_BOS_Minutes_Project_Loch_Google_Identity.pdf,
2026-01-29,2026,Project Loch DoD SAFE Transmittal and Supporting Files,Google / Timmons Group,"Google, LLC and Timmons Group","Applicant transmittal record for the initial application package. The archived PDF preserves a historical transfer notice, but the public site does not expose its expired file-transfer credentials.",applicant assertion,historical,Initial application package,1,docs/google/2026-01-29_Project_Loch_DoD_SAFE_Transmittal_and_Supporting_Files.pdf,docs/google/2026-01-29_Project_Loch_DoD_SAFE_Transmittal_and_Supporting_Files.pdf,https://webapps.mrc.virginia.gov/public/habitat/getADD.php?id=267375,https://webapps.mrc.virginia.gov/public/habitat/additionaldocs.php?id=20260171,,webapps.mrc.virginia.gov,summaries/dod-safe-transmittal.html,247,29247503,934143c841af91f90ef1b952152b8de21bd78497a676828db68bc66f90ece69c,True,2,docs/google/2026-01-29_Project_Loch_DoD_SAFE_Transmittal_and_Supporting_Files.pdf | docs/vmrc/VMRC_JPA-26-0171_Document_267375.pdf,Official source link points to the VMRC docket copy instead of the expired transfer link preserved in the document.
2026-01-29,2026,Project Loch Environmental Report and Technical Appendices,Google / Timmons Group,"Google, LLC and Timmons Group",Applicant environmental report volume containing technical appendices and supporting wetland-impact documentation submitted with the initial application package.,applicant assertion,historical,Initial application package,3,docs/google/2026-01-29_Project_Loch_Environmental_Report_and_Technical_Appendices.pdf,docs/google/2026-01-29_Project_Loch_Environmental_Report_and_Technical_Appendices.pdf,https://webapps.mrc.virginia.gov/public/habitat/getADD.php?id=267377,https://webapps.mrc.virginia.gov/public/habitat/additionaldocs.php?id=20260171,,webapps.mrc.virginia.gov,summaries/environmental-report.html,96,14490296,43fffeaf44c2e94b9293d8844abee8587671692c961cf1bb6bf0d050f6a6c972,True,2,docs/google/2026-01-29_Project_Loch_Environmental_Report_and_Technical_Appendices.pdf | docs/vmrc/VMRC_JPA-26-0171_Document_267377.pdf,
2026-01-29,2026,Project Loch Joint Permit Application Package,Google / Timmons Group,"Google, LLC and Timmons Group","Applicant's main joint permit application volume for the proposed Project Loch campus, including narrative, drawings, and permit-request materials.",applicant assertion,historical,Initial application package,2,docs/google/2026-01-29_Project_Loch_Joint_Permit_Application_Package.pdf,docs/google/2026-01-29_Project_Loch_Joint_Permit_Application_Package.pdf,https://webapps.mrc.virginia.gov/public/habitat/getADD.php?id=267376,https://webapps.mrc.virginia.gov/public/habitat/additionaldocs.php?id=20260171,,webapps.mrc.virginia.gov,summaries/joint-permit-application.html,366,29260281,24426d93dea0fd5eb342137f12aa64486f5a27c29a153c5fc6cc3a7162c31d7e,True,2,docs/google/2026-01-29_Project_Loch_Joint_Permit_Application_Package.pdf | docs/vmrc/VMRC_JPA-26-0171_Document_267376.pdf,
2026-02-03,2026,VMRC Docket Copy: 2026-0171 Part 1,Virginia Marine Resources Commission,Virginia Marine Resources Commission docket copy,VMRC-posted docket copy of the applicant's initial transmittal and supporting files for JPA 26-0171.,applicant assertion,historical,VMRC docket copies,1,docs/vmrc/VMRC_JPA-26-0171_Document_267375.pdf,docs/google/2026-01-29_Project_Loch_DoD_SAFE_Transmittal_and_Supporting_Files.pdf,https://webapps.mrc.virginia.gov/public/habitat/getADD.php?id=267375,https://webapps.mrc.virginia.gov/public/habitat/additionaldocs.php?id=20260171,,webapps.mrc.virginia.gov,summaries/vmrc-docket-part-1.html,247,29247503,934143c841af91f90ef1b952152b8de21bd78497a676828db68bc66f90ece69c,True,2,docs/google/2026-01-29_Project_Loch_DoD_SAFE_Transmittal_and_Supporting_Files.pdf | docs/vmrc/VMRC_JPA-26-0171_Document_267375.pdf,
2026-02-03,2026,VMRC Docket Copy: 2026-0171 Part 2,Virginia Marine Resources Commission,Virginia Marine Resources Commission docket copy,VMRC-posted docket copy of the main joint permit application package for JPA 26-0171.,applicant assertion,historical,VMRC docket copies,2,docs/vmrc/VMRC_JPA-26-0171_Document_267376.pdf,docs/google/2026-01-29_Project_Loch_Joint_Permit_Application_Package.pdf,https://webapps.mrc.virginia.gov/public/habitat/getADD.php?id=267376,https://webapps.mrc.virginia.gov/public/habitat/additionaldocs.php?id=20260171,,webapps.mrc.virginia.gov,summaries/vmrc-docket-part-2.html,366,29260281,24426d93dea0fd5eb342137f12aa64486f5a27c29a153c5fc6cc3a7162c31d7e,True,2,docs/google/2026-01-29_Project_Loch_Joint_Permit_Application_Package.pdf | docs/vmrc/VMRC_JPA-26-0171_Document_267376.pdf,
2026-02-03,2026,VMRC Docket Copy: 2026-0171 Part 3,Virginia Marine Resources Commission,Virginia Marine Resources Commission docket copy,VMRC-posted docket copy of the environmental report and technical appendices for JPA 26-0171.,applicant assertion,historical,VMRC docket copies,3,docs/vmrc/VMRC_JPA-26-0171_Document_267377.pdf,docs/google/2026-01-29_Project_Loch_Environmental_Report_and_Technical_Appendices.pdf,https://webapps.mrc.virginia.gov/public/habitat/getADD.php?id=267377,https://webapps.mrc.virginia.gov/public/habitat/additionaldocs.php?id=20260171,,webapps.mrc.virginia.gov,summaries/vmrc-docket-part-3.html,96,14490296,43fffeaf44c2e94b9293d8844abee8587671692c961cf1bb6bf0d050f6a6c972,True,2,docs/google/2026-01-29_Project_Loch_Environmental_Report_and_Technical_Appendices.pdf | docs/vmrc/VMRC_JPA-26-0171_Document_267377.pdf,
2026-02-18,2026,DEQ Additional Information Request 1,Virginia DEQ,Virginia Department of Environmental Quality,Agency letter requesting additional information and a single-and-complete worksheet for Joint Permit Application 26-0171.,agency comment,historical,DEQ additional information requests,1,docs/deq/2026-02-18_DEQ_Additional_Information_Request_1.pdf,docs/deq/2026-02-18_DEQ_Additional_Information_Request_1.pdf,https://webapps.mrc.virginia.gov/public/habitat/getADD.php?id=268539,https://webapps.mrc.virginia.gov/public/habitat/additionaldocs.php?id=20260171,,webapps.mrc.virginia.gov,summaries/deq-additional-info-request-1.html,9,1989945,8ed3ecde57506c83c4d44c609e6b77c0d1f2556d466aef6ee4094de2ff9aed69,True,2,docs/deq/2026-02-18_DEQ_Additional_Information_Request_1.pdf | docs/vmrc/VMRC_JPA-26-0171_Document_268539.pdf,
2026-02-19,2026,VMRC Docket Copy: DEQ Additional Information Request 1,Virginia Marine Resources Commission,Virginia Marine Resources Commission docket copy,VMRC-posted docket copy of DEQ's first additional information request for JPA 26-0171.,agency comment,historical,VMRC docket copies,4,docs/vmrc/VMRC_JPA-26-0171_Document_268539.pdf,docs/deq/2026-02-18_DEQ_Additional_Information_Request_1.pdf,https://webapps.mrc.virginia.gov/public/habitat/getADD.php?id=268539,https://webapps.mrc.virginia.gov/public/habitat/additionaldocs.php?id=20260171,,webapps.mrc.virginia.gov,summaries/vmrc-docket-deq-request-1.html,9,1989945,8ed3ecde57506c83c4d44c609e6b77c0d1f2556d466aef6ee4094de2ff9aed69,True,2,docs/deq/2026-02-18_DEQ_Additional_Information_Request_1.pdf | docs/vmrc/VMRC_JPA-26-0171_Document_268539.pdf,
2026-03-19,2026,Chesterfield EDA Minutes on Bermuda Hundred and Upper Magnolia Updates,Chesterfield County Economic Development Authority,Chesterfield County Economic Development Authority,"EDA meeting minutes stating that Google's Bermuda Hundred data center site was actively undergoing grading and that the first building was anticipated to be operational in the fourth quarter of 2027, while also outlining permit and infrastructure progress at Upper Magnolia Green.",established fact,historical,County project status record,1,docs/chesterfield/2026-03-19_Chesterfield_EDA_Minutes_Bermuda_Hundred_and_Upper_Magnolia_Update.pdf,docs/chesterfield/2026-03-19_Chesterfield_EDA_Minutes_Bermuda_Hundred_and_Upper_Magnolia_Update.pdf,https://chesterfieldcova.portal.civicclerk.com/event/1917/files/agenda/4000,https://chesterfieldcova.portal.civicclerk.com/,,chesterfieldcova.portal.civicclerk.com,summaries/chesterfield-eda-minutes-march-2026.html,4,238515,b00adef2bb51a8fb487ca85a2ce7d222cbea8511ddc32fe5b33844fe3479c176,False,1,docs/chesterfield/2026-03-19_Chesterfield_EDA_Minutes_Bermuda_Hundred_and_Upper_Magnolia_Update.pdf,
2026-03-31,2026,DEQ Additional Information Request 2,Virginia DEQ,Virginia Department of Environmental Quality,Agency follow-up stating that outstanding items remained after the applicant's March 16 response materials.,agency comment,historical,DEQ additional information requests,2,docs/deq/2026-03-31_DEQ_Additional_Information_Request_2.pdf,docs/deq/2026-03-31_DEQ_Additional_Information_Request_2.pdf,https://webapps.mrc.virginia.gov/public/habitat/getADD.php?id=273493,https://webapps.mrc.virginia.gov/public/habitat/additionaldocs.php?id=20260171,,webapps.mrc.virginia.gov,summaries/deq-additional-info-request-2.html,1,797276,bc1446b99bf922d6330e6e744bc67a9e5eccc9f82ebe27d495a61a4c2290448d,True,2,docs/deq/2026-03-31_DEQ_Additional_Information_Request_2.pdf | docs/vmrc/VMRC_JPA-26-0171_Document_273493.pdf,
2026-04-01,2026,VMRC Docket Copy: DEQ Additional Information Request 2,Virginia Marine Resources Commission,Virginia Marine Resources Commission docket copy,VMRC-posted docket copy of DEQ's second additional information request for JPA 26-0171.,agency comment,historical,VMRC docket copies,5,docs/vmrc/VMRC_JPA-26-0171_Document_273493.pdf,docs/deq/2026-03-31_DEQ_Additional_Information_Request_2.pdf,https://webapps.mrc.virginia.gov/public/habitat/getADD.php?id=273493,https://webapps.mrc.virginia.gov/public/habitat/additionaldocs.php?id=20260171,,webapps.mrc.virginia.gov,summaries/vmrc-docket-deq-request-2.html,1,797276,bc1446b99bf922d6330e6e744bc67a9e5eccc9f82ebe27d495a61a4c2290448d,True,2,docs/deq/2026-03-31_DEQ_Additional_Information_Request_2.pdf | docs/vmrc/VMRC_JPA-26-0171_Document_273493.pdf,
2026-04-16,2026,Chesterfield EDA Minutes on Upper Magnolia Update,Chesterfield County Economic Development Authority,Chesterfield County Economic Development Authority,"EDA meeting minutes reporting continued infrastructure progress at Upper Magnolia Green and a planned community update meeting, while noting no change in Meadowville project-status reporting from the prior month.",established fact,historical,County project status record,2,docs/chesterfield/2026-04-16_Chesterfield_EDA_Minutes_Upper_Magnolia_Update.pdf,docs/chesterfield/2026-04-16_Chesterfield_EDA_Minutes_Upper_Magnolia_Update.pdf,https://chesterfieldcova.portal.civicclerk.com/event/1918/files/agenda/4095,https://chesterfieldcova.portal.civicclerk.com/,,chesterfieldcova.portal.civicclerk.com,summaries/chesterfield-eda-minutes-april-2026.html,3,158402,3fce4f4a7bfe4894b85b2db9259eefba262a2fbba7d3929592870f6b1d03f09c,False,1,docs/chesterfield/2026-04-16_Chesterfield_EDA_Minutes_Upper_Magnolia_Update.pdf,
2026-04-29,2026,VMRC Docket Copy: Non-Jurisdiction Letter,Virginia Marine Resources Commission,Virginia Marine Resources Commission docket copy,VMRC-posted docket copy of the non-jurisdiction letter for JPA 26-0171.,established fact,historical,VMRC docket copies,6,docs/vmrc/VMRC_JPA-26-0171_Document_278930.pdf,docs/vmrc/2026-04-29_VMRC_Non-Jurisdiction_Letter.pdf,https://webapps.mrc.virginia.gov/public/habitat/getADD.php?id=278930,https://webapps.mrc.virginia.gov/public/habitat/additionaldocs.php?id=20260171,,webapps.mrc.virginia.gov,summaries/vmrc-docket-non-jurisdiction.html,2,189436,919fdf4ad8fe102fcda66a2dd209308316b128520f58b4c3d327d540e2578bd6,True,2,docs/vmrc/VMRC_JPA-26-0171_Document_278930.pdf | docs/vmrc/2026-04-29_VMRC_Non-Jurisdiction_Letter.pdf,
2026-04-29,2026,VMRC Non-Jurisdiction Letter,Virginia Marine Resources Commission,Virginia Marine Resources Commission,VMRC email stating that the proposal did not fall within VMRC jurisdiction and that no authorization from that agency would be required.,established fact,historical,VMRC jurisdiction determination,1,docs/vmrc/2026-04-29_VMRC_Non-Jurisdiction_Letter.pdf,docs/vmrc/2026-04-29_VMRC_Non-Jurisdiction_Letter.pdf,https://webapps.mrc.virginia.gov/public/habitat/getADD.php?id=278930,https://webapps.mrc.virginia.gov/public/habitat/additionaldocs.php?id=20260171,,webapps.mrc.virginia.gov,summaries/vmrc-non-jurisdiction-letter.html,2,189436,919fdf4ad8fe102fcda66a2dd209308316b128520f58b4c3d327d540e2578bd6,True,2,docs/vmrc/VMRC_JPA-26-0171_Document_278930.pdf | docs/vmrc/2026-04-29_VMRC_Non-Jurisdiction_Letter.pdf,
2026-05-13,2026,USACE NAO-2026-00182 Attachments,USACE Norfolk District,"U.S. Army Corps of Engineers, Norfolk District","Attachment package linked from the federal public notice, including maps, plans, and supporting figures associated with the Section 404 review.",established fact,historical,Federal public notice record,2,docs/usace/2026-05-13_USACE_NAO-2026-00182_Attachments.pdf,docs/usace/2026-05-13_USACE_NAO-2026-00182_Attachments.pdf,https://www.nao.usace.army.mil/Media/Public-Notices/Article/4484789/nao-2026-00182-vmrc-project-loch-chesterfield-county-virginia-wauford-prm-site/,https://www.nao.usace.army.mil/Media/Public-Notices/Article/4484789/nao-2026-00182-vmrc-project-loch-chesterfield-county-virginia-wauford-prm-site/,Official source is the USACE public notice page that links to the attachment package.,www.nao.usace.army.mil,summaries/usace-attachments.html,64,21210597,1526e8ab81c5de61540d41f6c7aaff8cbedec1fcde4d7d3601d15d750df9af02,False,1,docs/usace/2026-05-13_USACE_NAO-2026-00182_Attachments.pdf,
2026-05-21,2026,Chesterfield EDA Minutes on Google Infrastructure Grant,Chesterfield County Economic Development Authority,Chesterfield County Economic Development Authority,"EDA meeting minutes stating that a $25 million grant funded engineering and design of water, sewer, and roadway infrastructure serving the Google campus and an adjacent pad-ready development site.",established fact,historical,County infrastructure record,1,docs/chesterfield/2026-05-21_Chesterfield_EDA_Minutes_Google_Infrastructure_Grant.pdf,docs/chesterfield/2026-05-21_Chesterfield_EDA_Minutes_Google_Infrastructure_Grant.pdf,https://chesterfieldcova.portal.civicclerk.com/event/1919/files/agenda/4130,https://chesterfieldcova.portal.civicclerk.com/,,chesterfieldcova.portal.civicclerk.com,summaries/chesterfield-eda-infrastructure-grant.html,3,153640,bf230b6ab917292b05678643aea36bc1027925b35325f3f5b36e41928828bb1a,False,1,docs/chesterfield/2026-05-21_Chesterfield_EDA_Minutes_Google_Infrastructure_Grant.pdf,
2026-05-27,2026,Chesterfield Presentation on Project Loch and Skye Google Transactions,Chesterfield County Board of Supervisors,Chesterfield County,County presentation file whose text includes 'Project Loch & Skye Google Transactions' and 'Google Land Transactions.',established fact,historical,County land transaction record,1,docs/chesterfield/2026-05-27_Chesterfield_Presentation_Project_Loch_and_Skye_Google_Transactions.pdf,docs/chesterfield/2026-05-27_Chesterfield_Presentation_Project_Loch_and_Skye_Google_Transactions.pdf,https://chesterfieldcova.portal.civicclerk.com/event/2026/files/attachment/14942,https://chesterfieldcova.portal.civicclerk.com/,,chesterfieldcova.portal.civicclerk.com,summaries/chesterfield-presentation-google-transactions.html,3,11595144,b11b71b6edc668c39505a43bdb4b803d9dfe0aee4a0559e459d468b31064088a,False,1,docs/chesterfield/2026-05-27_Chesterfield_Presentation_Project_Loch_and_Skye_Google_Transactions.pdf,
2026-06-18,2026,DEQ Additional Information Request 4,Virginia DEQ,Virginia Department of Environmental Quality,"Agency request for more information after review of response materials received June 3, 2026, including questions about compensatory-mitigation approach rather than relocation of the Chesterfield project site.",agency comment,historical,DEQ additional information requests,4,docs/deq/2026-06-18_DEQ_Additional_Information_Request_4.pdf,docs/deq/2026-06-18_DEQ_Additional_Information_Request_4.pdf,https://webapps.mrc.virginia.gov/public/habitat/getADD.php?id=285027,https://webapps.mrc.virginia.gov/public/habitat/additionaldocs.php?id=20260171,,webapps.mrc.virginia.gov,summaries/deq-additional-info-request-4.html,4,923109,1398c1e539a0a08981c7306892a6302c61a0cbe571227feeacaf682a7212940b,True,2,docs/deq/2026-06-18_DEQ_Additional_Information_Request_4.pdf | docs/vmrc/VMRC_JPA-26-0171_Document_285027.pdf,
2026-06-22,2026,VMRC Docket Copy: DEQ Additional Information Request 4,Virginia Marine Resources Commission,Virginia Marine Resources Commission docket copy,"VMRC-posted docket copy of DEQ's fourth additional information request for JPA 26-0171, including compensatory-mitigation questions tied to a separate proposed mitigation site.",agency comment,historical,VMRC docket copies,7,docs/vmrc/VMRC_JPA-26-0171_Document_285027.pdf,docs/deq/2026-06-18_DEQ_Additional_Information_Request_4.pdf,https://webapps.mrc.virginia.gov/public/habitat/getADD.php?id=285027,https://webapps.mrc.virginia.gov/public/habitat/additionaldocs.php?id=20260171,,webapps.mrc.virginia.gov,summaries/vmrc-docket-deq-request-4.html,4,923109,1398c1e539a0a08981c7306892a6302c61a0cbe571227feeacaf682a7212940b,True,2,docs/deq/2026-06-18_DEQ_Additional_Information_Request_4.pdf | docs/vmrc/VMRC_JPA-26-0171_Document_285027.pdf,
2026-07-02,2026,Google Response to DEQ Additional Information Request 4,Google / Timmons Group,"Google, LLC and Timmons Group",Applicant response package transmitted to DEQ in response to the June 18 additional information request.,applicant assertion,current,Responses to DEQ request 4,1,docs/google/2026-07-02_Google_Response_to_DEQ_Additional_Information_Request_4.pdf,docs/google/2026-07-02_Google_Response_to_DEQ_Additional_Information_Request_4.pdf,https://webapps.mrc.virginia.gov/public/habitat/getADD.php?id=286788,https://webapps.mrc.virginia.gov/public/habitat/additionaldocs.php?id=20260171,,webapps.mrc.virginia.gov,summaries/google-response-request-4.html,8,3606809,60347ea6bc8cf7b2fd03825e0e848127dd918980f567238ee38e4ce0a0ce2407,True,2,docs/google/2026-07-02_Google_Response_to_DEQ_Additional_Information_Request_4.pdf | docs/vmrc/VMRC_JPA-26-0171_Document_286788.pdf,
2026-07-02,2026,VMRC Docket Copy: Applicant Response to DEQ Request 4,Virginia Marine Resources Commission,Virginia Marine Resources Commission docket copy,VMRC-posted docket copy of the applicant's July 2 response package to DEQ's fourth additional information request.,applicant assertion,current,VMRC docket copies,8,docs/vmrc/VMRC_JPA-26-0171_Document_286788.pdf,docs/google/2026-07-02_Google_Response_to_DEQ_Additional_Information_Request_4.pdf,https://webapps.mrc.virginia.gov/public/habitat/getADD.php?id=286788,https://webapps.mrc.virginia.gov/public/habitat/additionaldocs.php?id=20260171,,webapps.mrc.virginia.gov,summaries/vmrc-docket-applicant-response-4.html,8,3606809,60347ea6bc8cf7b2fd03825e0e848127dd918980f567238ee38e4ce0a0ce2407,True,2,docs/google/2026-07-02_Google_Response_to_DEQ_Additional_Information_Request_4.pdf | docs/vmrc/VMRC_JPA-26-0171_Document_286788.pdf,
2026-07-08,2026,DEQ Request to Confirm Wauford SSWD Withdrawal,Virginia DEQ,Virginia Department of Environmental Quality,"Agency email asking whether the applicant was withdrawing the SSWD associated with the originally proposed Wauford permittee-responsible mitigation site, which was a separate compensatory-mitigation proposal and not the main Chesterfield project location.",agency comment,current,Wauford mitigation withdrawal correspondence,1,docs/deq/2026-07-08_DEQ_Request_to_Confirm_Wauford_SSWD_Withdrawal.pdf,docs/deq/2026-07-08_DEQ_Request_to_Confirm_Wauford_SSWD_Withdrawal.pdf,https://webapps.mrc.virginia.gov/public/habitat/getADD.php?id=287616,https://webapps.mrc.virginia.gov/public/habitat/additionaldocs.php?id=20260171,,webapps.mrc.virginia.gov,summaries/deq-request-confirm-withdrawal.html,3,126461,f574b7d04d527c399db0efd7af54aa561d575eb9dd49e5c7a00f196511b71e0d,True,2,docs/deq/2026-07-08_DEQ_Request_to_Confirm_Wauford_SSWD_Withdrawal.pdf | docs/vmrc/VMRC_JPA-26-0171_Document_287616.pdf,
2026-07-08,2026,Google Confirmation of Wauford SSWD Withdrawal,Google / Timmons Group,"Google, LLC and Timmons Group","Applicant email confirming withdrawal of the SSWD associated with the originally proposed Wauford mitigation site, which functioned as a separate compensatory-mitigation proposal rather than the main project location.",applicant assertion,current,Wauford mitigation withdrawal correspondence,2,docs/google/2026-07-08_Google_Confirmation_of_Wauford_SSWD_Withdrawal.pdf,docs/google/2026-07-08_Google_Confirmation_of_Wauford_SSWD_Withdrawal.pdf,https://webapps.mrc.virginia.gov/public/habitat/getADD.php?id=287625,https://webapps.mrc.virginia.gov/public/habitat/additionaldocs.php?id=20260171,,webapps.mrc.virginia.gov,summaries/google-confirmation-withdrawal.html,3,118913,d1142e85be78f3b59ca4e1762707927771d8e7916d33b5d836b8ad6153625ca3,True,2,docs/google/2026-07-08_Google_Confirmation_of_Wauford_SSWD_Withdrawal.pdf | docs/vmrc/VMRC_JPA-26-0171_Document_287625.pdf,
2026-07-09,2026,VMRC Docket Copy: Applicant Confirmation of Wauford Withdrawal,Virginia Marine Resources Commission,Virginia Marine Resources Commission docket copy,VMRC-posted docket copy of the applicant's July 8 confirmation that the Wauford SSWD for a separate compensatory-mitigation site should be withdrawn.,applicant assertion,current,VMRC docket copies,10,docs/vmrc/VMRC_JPA-26-0171_Document_287625.pdf,docs/google/2026-07-08_Google_Confirmation_of_Wauford_SSWD_Withdrawal.pdf,https://webapps.mrc.virginia.gov/public/habitat/getADD.php?id=287625,https://webapps.mrc.virginia.gov/public/habitat/additionaldocs.php?id=20260171,,webapps.mrc.virginia.gov,summaries/vmrc-docket-applicant-confirmation-withdrawal.html,3,118913,d1142e85be78f3b59ca4e1762707927771d8e7916d33b5d836b8ad6153625ca3,True,2,docs/google/2026-07-08_Google_Confirmation_of_Wauford_SSWD_Withdrawal.pdf | docs/vmrc/VMRC_JPA-26-0171_Document_287625.pdf,
2026-07-09,2026,VMRC Docket Copy: DEQ Wauford Withdrawal Confirmation Request,Virginia Marine Resources Commission,Virginia Marine Resources Commission docket copy,VMRC-posted docket copy of DEQ's July 8 email asking the applicant to confirm withdrawal of the Wauford SSWD for a separate compensatory-mitigation site.,agency comment,current,VMRC docket copies,9,docs/vmrc/VMRC_JPA-26-0171_Document_287616.pdf,docs/deq/2026-07-08_DEQ_Request_to_Confirm_Wauford_SSWD_Withdrawal.pdf,https://webapps.mrc.virginia.gov/public/habitat/getADD.php?id=287616,https://webapps.mrc.virginia.gov/public/habitat/additionaldocs.php?id=20260171,,webapps.mrc.virginia.gov,summaries/vmrc-docket-deq-confirmation-request.html,3,126461,f574b7d04d527c399db0efd7af54aa561d575eb9dd49e5c7a00f196511b71e0d,True,2,docs/deq/2026-07-08_DEQ_Request_to_Confirm_Wauford_SSWD_Withdrawal.pdf | docs/vmrc/VMRC_JPA-26-0171_Document_287616.pdf,
